0.360031,-0.931668,0.0487147,0,0.932908,0.359086,-0.0272258,0,0.00787269,0.0552484,0.998442,0,72.8422,194.565,-78.8111,1
0.36001,-0.931677,0.0486982,0,0.932915,0.359066,-0.0272263,0,0.00788031,0.055233,0.998443,0,72.8584,194.57,-78.7965,1
0.36002,-0.931672,0.0487145,0,0.932912,0.359077,-0.027209,0,0.00785764,0.0552421,0.998442,0,72.8502,194.567,-78.8161,1
0.360028,-0.931668,0.0487317,0,0.932908,0.359083,-0.0272252,0,0.00786614,0.0552641,0.998441,0,72.8414,194.567,-78.8114,1
0.360027,-0.931667,0.048765,0,0.932909,0.359084,-0.0271908,0,0.00782208,0.0552827,0.99844,0,72.8422,194.567,-78.8193,1
0.360006,-0.931676,0.0487398,0,0.932917,0.359063,-0.0271998,0,0.00784083,0.0552623,0.998441,0,72.8541,194.573,-78.8222,1
0.359984,-0.931685,0.048732,0,0.932925,0.359038,-0.0272427,0,0.00788494,0.0552702,0.998441,0,72.8741,194.579,-78.8098,1
0.359993,-0.931687,0.0486312,0,0.932921,0.359047,-0.0272619,0,0.00793866,0.0551832,0.998445,0,72.8787,194.571,-78.7733,1
0.36002,-0.931673,0.0486897,0,0.932911,0.359074,-0.0272517,0,0.00790648,0.0552344,0.998442,0,72.8496,194.568,-78.8064,1
0.360009,-0.93169,0.0484529,0,0.932915,0.359068,-0.027189,0,0.00793388,0.0549908,0.998456,0,72.8701,194.556,-78.7648,1
0.360089,-0.931677,0.0481069,0,0.932883,0.359148,-0.027238,0,0.0080995,0.0546862,0.998471,0,72.8462,194.512,-78.7229,1
0.360033,-0.931706,0.047954,0,0.932904,0.359096,-0.0272084,0,0.00813016,0.0545324,0.998479,0,72.8778,194.522,-78.6884,1
0.360066,-0.931704,0.0477575,0,0.932893,0.359139,-0.0270347,0,0.00803677,0.0542869,0.998493,0,72.8494,194.5,-78.6608,1
0.360066,-0.931719,0.0474616,0,0.932891,0.359142,-0.0270329,0,0.00814164,0.0540102,0.998507,0,72.8671,194.483,-78.6065,1
0.360063,-0.931732,0.0472242,0,0.932893,0.359145,-0.0269525,0,0.00815219,0.0537597,0.998521,0,72.8626,194.473,-78.603,1
0.360012,-0.931761,0.0470527,0,0.932913,0.359107,-0.026754,0,0.00803142,0.0535279,0.998534,0,72.8833,194.474,-78.5381,1
0.359976,-0.931794,0.0466552,0,0.932926,0.359074,-0.026737,0,0.00816071,0.0531506,0.998553,0,72.8959,194.475,-78.4911,1
0.359983,-0.931813,0.0462376,0,0.932924,0.359099,-0.0264671,0,0.00805849,0.0526639,0.99858,0,72.8768,194.45,-78.4212,1
0.359889,-0.931876,0.0456851,0,0.932961,0.359021,-0.0262341,0,0.00804498,0.0520638,0.998612,0,72.9085,194.458,-78.362,1
0.359879,-0.931899,0.0452953,0,0.932964,0.35902,-0.0261242,0,0.00808319,0.0516604,0.998632,0,72.9103,194.444,-78.284,1
0.359835,-0.931929,0.0450227,0,0.932981,0.358984,-0.0260122,0,0.00807907,0.0513654,0.998647,0,72.9199,194.449,-78.2546,1
0.35979,-0.931965,0.0446334,0,0.932998,0.358947,-0.0259186,0,0.00813425,0.0509681,0.998667,0,72.9324,194.45,-78.1959,1
0.359736,-0.932003,0.0442834,0,0.93302,0.35891,-0.0256472,0,0.00800955,0.0505435,0.99869,0,72.9257,194.456,-78.1479,1
0.359635,-0.932067,0.0437588,0,0.933058,0.358816,-0.025574,0,0.0081353,0.0500268,0.998715,0,72.9681,194.474,-78.0742,1
0.359604,-0.932099,0.0433326,0,0.93307,0.358798,-0.0253977,0,0.00812554,0.0495655,0.998738,0,72.9528,194.472,-78.0358,1
0.359517,-0.932177,0.0423563,0,0.933103,0.358739,-0.0249872,0,0.00809766,0.0485062,0.99879,0,72.9789,194.455,-77.8877,1
0.359521,-0.932211,0.0415678,0,0.933101,0.35876,-0.0247757,0,0.00818335,0.0476944,0.998829,0,72.9696,194.421,-77.7867,1
0.3595,-0.93225,0.0408579,0,0.933108,0.358746,-0.0247397,0,0.00840598,0.0470187,0.998859,0,72.9933,194.397,-77.6805,1
0.359395,-0.93231,0.0404148,0,0.933148,0.358657,-0.024496,0,0.00834287,0.0465168,0.998883,0,73.0207,194.415,-77.6317,1
0.35934,-0.932363,0.0396939,0,0.933169,0.358617,-0.024266,0,0.00838977,0.0457609,0.998917,0,73.0443,194.401,-77.5103,1
0.359345,-0.932386,0.039089,0,0.933168,0.358645,-0.0238983,0,0.00826337,0.0450643,0.99895,0,72.9993,194.377,-77.4276,1
0.359342,-0.932429,0.0380875,0,0.93317,0.358668,-0.0234959,0,0.00824758,0.0439852,0.998998,0,73.0109,194.321,-77.2933,1
0.359235,-0.932514,0.036984,0,0.933211,0.358587,-0.0230969,0,0.00827616,0.0428111,0.999049,0,73.0445,194.311,-77.1413,1
0.359192,-0.932559,0.0362731,0,0.933225,0.358554,-0.02301,0,0.0084523,0.0421161,0.999077,0,73.0708,194.295,-77.0508,1
0.359151,-0.932606,0.0354601,0,0.93324,0.358526,-0.0228749,0,0.00861989,0.0413084,0.999109,0,73.0821,194.279,-76.9352,1
0.359092,-0.932665,0.034501,0,0.933263,0.358492,-0.022447,0,0.00856718,0.0402591,0.999153,0,73.0915,194.256,-76.787,1
0.359027,-0.932716,0.0337793,0,0.933288,0.358444,-0.022166,0,0.00856656,0.039484,0.999184,0,73.1045,194.249,-76.7073,1
0.358997,-0.932755,0.0330163,0,0.933299,0.358429,-0.0219619,0,0.00865114,0.0386984,0.999214,0,73.1004,194.233,-76.6024,1
0.358949,-0.932803,0.0321702,0,0.933315,0.358394,-0.0218275,0,0.00883111,0.0378599,0.999244,0,73.1264,194.215,-76.4618,1
0.358897,-0.932852,0.0313224,0,0.933335,0.358358,-0.0215745,0,0.00890119,0.0369773,0.999277,0,73.1492,194.195,-76.3417,1
0.35887,-0.932903,0.0300653,0,0.933346,0.358363,-0.0210248,0,0.00883991,0.0356065,0.999327,0,73.13,194.152,-76.2156,1
0.3588,-0.93296,0.0291174,0,0.933371,0.358306,-0.0208761,0,0.00904367,0.0346677,0.999358,0,73.1643,194.139,-76.0442,1
0.358718,-0.933018,0.0282712,0,0.9334,0.358237,-0.0207581,0,0.00923993,0.0338347,0.999385,0,73.1956,194.139,-75.945,1
0.358699,-0.93306,0.0271073,0,0.933409,0.358246,-0.0202158,0,0.00915153,0.0325535,0.999428,0,73.1829,194.094,-75.7533,1
0.358658,-0.933106,0.026048,0,0.933423,0.358225,-0.0199078,0,0.00924509,0.0314539,0.999463,0,73.2084,194.058,-75.6274,1
0.358591,-0.933157,0.0251082,0,0.933448,0.358173,-0.0196985,0,0.00938872,0.0305009,0.999491,0,73.2242,194.05,-75.5095,1
0.358468,-0.933232,0.0240479,0,0.933495,0.358072,-0.0192894,0,0.00939057,0.0293632,0.999525,0,73.2721,194.047,-75.3625,1
0.35838,-0.933314,0.0221242,0,0.933528,0.358021,-0.0186094,0,0.00944749,0.0273228,0.999582,0,73.2992,193.995,-75.0654,1
